"Reporting starts","Reporting ends","Campaign name",Platform,Placement,"Device platform","Impression device","Campaign Delivery","Ad set budget","Ad set budget type","Attribution setting",Results,"Result indicator",Reach,Impressions,"Cost per results","Amount spent (USD)",Ends
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,Instagram,Feed,In-app,iPad,inactive,20,Daily,"7-day click or 1-day view",,,0,9,,0.07,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,Instagram,Feed,In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",1105,actions:landing_page_view,16640,26084,0.09190045,101.55,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,Instagram,Feed,In-app,Other,inactive,20,Daily,"7-day click or 1-day view",1,actions:landing_page_view,4,4,0.03,0.03,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,Instagram,Feed,"Mobile web","Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",,,5,5,,0,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,Instagram,Feed,"Mobile web",iPhone,inactive,20,Daily,"7-day click or 1-day view",,,0,23,,0.01,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,Instagram,Explore,In-app,"Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",90,actions:landing_page_view,2064,2421,0.10488889,9.44,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,Instagram,Explore,In-app,"Android Tablet",inactive,20,Daily,"7-day click or 1-day view",1,actions:landing_page_view,0,16,0.06,0.06,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,Instagram,Explore,In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",29,actions:landing_page_view,784,1034,0.10862069,3.15,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,Instagram,Explore,In-app,Other,inactive,20,Daily,"7-day click or 1-day view",,,1,1,,0,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,Instagram,"Explore home",In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",,,0,12,,0.01,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,Instagram,"Instagram Reels",In-app,"Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",82,actions:landing_page_view,1632,2421,0.10292683,8.44,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,Instagram,"Instagram Reels",In-app,"Android Tablet",inactive,20,Daily,"7-day click or 1-day view",,,0,4,,0,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,Instagram,"Instagram Reels",In-app,iPad,inactive,20,Daily,"7-day click or 1-day view",,,32,34,,0.07,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,Instagram,"Instagram Reels",In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",478,actions:landing_page_view,9216,13990,0.08845188,42.28,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,Instagram,"Instagram Stories",Desktop,Desktop,inactive,20,Daily,"7-day click or 1-day view",,,0,3,,0.02,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,Instagram,"Instagram Stories",In-app,"Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",81,actions:landing_page_view,1728,2204,0.09901235,8.02,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,Instagram,"Instagram Stories",In-app,"Android Tablet",inactive,20,Daily,"7-day click or 1-day view",,,0,3,,0,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,Instagram,"Instagram Stories",In-app,iPad,inactive,20,Daily,"7-day click or 1-day view",1,actions:landing_page_view,26,26,0.04,0.04,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,Instagram,"Instagram Stories",In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",685,actions:landing_page_view,11200,17832,0.09575182,65.59,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,Instagram,"Instagram Stories","Mobile web","Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",,,4,4,,0,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,Instagram,"Instagram Stories","Mobile web",iPad,inactive,20,Daily,"7-day click or 1-day view",,,0,1,,0.01,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,Instagram,"Instagram Stories","Mobile web",iPhone,inactive,20,Daily,"7-day click or 1-day view",,,0,1,,0.01,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,Uncategorized,Uncategorized,Uncategorized,Other,inactive,20,Daily,"7-day click or 1-day view",2,actions:landing_page_view,0,0,0,0,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,Facebook,"Facebook Notifications",In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",,,0,15,,0.02,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,Facebook,"Facebook profile feed",In-app,"Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",2,actions:landing_page_view,112,142,0.19,0.38,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,Facebook,"Facebook profile feed",In-app,iPad,inactive,20,Daily,"7-day click or 1-day view",,,12,12,,0.06,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,Facebook,"Facebook profile feed",In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",14,actions:landing_page_view,320,441,0.05714286,0.8,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,Facebook,"Facebook Reels",In-app,"Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",138,actions:landing_page_view,1488,2308,0.0492029,6.79,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,Facebook,"Facebook Reels",In-app,"Android Tablet",inactive,20,Daily,"7-day click or 1-day view",,,0,1,,0.01,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,Facebook,"Facebook Reels",In-app,iPad,inactive,20,Daily,"7-day click or 1-day view",2,actions:landing_page_view,0,15,0.01,0.02,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,Facebook,"Facebook Reels",In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",411,actions:landing_page_view,5072,6944,0.05017032,20.62,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,Facebook,"Facebook Stories",In-app,"Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",3,actions:landing_page_view,48,54,0.07666667,0.23,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,Facebook,"Facebook Stories",In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",26,actions:landing_page_view,368,410,0.05615385,1.46,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,Facebook,Feed,Desktop,Desktop,inactive,20,Daily,"7-day click or 1-day view",,,0,4,,0.01,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,Facebook,Feed,In-app,"Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",894,actions:landing_page_view,7248,11172,0.05315436,47.52,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,Facebook,Feed,In-app,"Android Tablet",inactive,20,Daily,"7-day click or 1-day view",,,16,31,,0.12,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,Facebook,Feed,In-app,iPad,inactive,20,Daily,"7-day click or 1-day view",63,actions:landing_page_view,688,872,0.0631746,3.98,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,Facebook,Feed,In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",5029,actions:landing_page_view,38800,68885,0.06079141,305.72,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,Facebook,Feed,In-app,Other,inactive,20,Daily,"7-day click or 1-day view",4,actions:landing_page_view,0,3,0,0,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,Facebook,Feed,"Mobile web","Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",1,actions:landing_page_view,48,81,0.19,0.19,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,Facebook,Feed,"Mobile web",iPhone,inactive,20,Daily,"7-day click or 1-day view",6,actions:landing_page_view,80,156,0.05,0.3,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,Facebook,Marketplace,In-app,"Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",1,actions:landing_page_view,0,7,0.03,0.03,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,Facebook,Marketplace,In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",,,0,19,,0.04,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,Facebook,"Right column",Desktop,Desktop,inactive,20,Daily,"7-day click or 1-day view",,,0,15,,0,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,Facebook,"Feed: video feeds",In-app,"Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",,,0,2,,0,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,Facebook,"Feed: video feeds",In-app,iPad,inactive,20,Daily,"7-day click or 1-day view",,,0,3,,0.01,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,Facebook,"Feed: video feeds",In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",2,actions:landing_page_view,30,30,0.055,0.11,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,Uncategorized,Uncategorized,Uncategorized,Other,inactive,20,Daily,"7-day click or 1-day view",10,actions:landing_page_view,0,0,0,0,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,Instagram,Feed,Desktop,Desktop,inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,176,221,,0.87,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,Instagram,Feed,In-app,"Android Smartphone",inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,12880,20809,,120.26,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,Instagram,Feed,In-app,"Android Tablet",inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,32,53,,0.38,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,Instagram,Feed,In-app,iPad,inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,48,117,,0.65,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,Instagram,Feed,In-app,iPhone,inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,13488,23362,,132.06,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,Instagram,Feed,In-app,Other,inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,0,2,,0,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,Instagram,Feed,"Mobile web","Android Smartphone",inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,208,248,,0.78,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,Instagram,Feed,"Mobile web",iPad,inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,0,1,,0,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,Instagram,Feed,"Mobile web",iPhone,inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,96,96,,0.4,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,Instagram,Explore,In-app,"Android Smartphone",inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,320,513,,2.17,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,Instagram,Explore,In-app,"Android Tablet",inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,0,1,,0,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,Instagram,Explore,In-app,iPad,inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,0,9,,0.04,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,Instagram,Explore,In-app,iPhone,inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,1152,1471,,5.17,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,Instagram,"Explore home",In-app,"Android Smartphone",inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,64,80,,0.02,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,Instagram,"Explore home",In-app,iPad,inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,0,3,,0.03,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,Instagram,"Explore home",In-app,iPhone,inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,784,867,,1.45,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,Instagram,"Instagram Reels",In-app,"Android Smartphone",inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,8384,11432,,44.29,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,Instagram,"Instagram Reels",In-app,"Android Tablet",inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,29,29,,0.11,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,Instagram,"Instagram Reels",In-app,iPad,inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,96,121,,0.55,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,Instagram,"Instagram Reels",In-app,iPhone,inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,15520,25507,,107.55,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,Instagram,"Instagram Reels",In-app,Other,inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,0,2,,0.01,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,Instagram,"Instagram Stories",Desktop,Desktop,inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,18,18,,0.04,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,Instagram,"Instagram Stories",In-app,"Android Smartphone",inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,1680,2881,,17.82,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,Instagram,"Instagram Stories",In-app,"Android Tablet",inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,0,3,,0,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,Instagram,"Instagram Stories",In-app,iPad,inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,48,61,,0.51,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,Instagram,"Instagram Stories",In-app,iPhone,inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,5664,10362,,66.58,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,Instagram,"Instagram Stories","Mobile web","Android Smartphone",inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,11,11,,0.02,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,Instagram,"Instagram Stories","Mobile web",iPhone,inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,0,4,,0,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Facebook,"Facebook Notifications",In-app,"Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",,,13,13,,0.16,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Facebook,"Facebook Notifications",In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",,,8,44,,0.45,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Facebook,"Facebook profile feed",In-app,"Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",,,48,100,,0.34,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Facebook,"Facebook profile feed",In-app,iPad,inactive,20,Daily,"7-day click or 1-day view",,,0,2,,0,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Facebook,"Facebook profile feed",In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",,,240,293,,1.07,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Facebook,"Facebook Reels",In-app,"Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",,,4136,8520,,43.9,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Facebook,"Facebook Reels",In-app,"Android Tablet",inactive,20,Daily,"7-day click or 1-day view",,,42,42,,0.16,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Facebook,"Facebook Reels",In-app,iPad,inactive,20,Daily,"7-day click or 1-day view",,,91,91,,0.53,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Facebook,"Facebook Reels",In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",,,7496,12887,,72.63,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Facebook,"Facebook Reels",In-app,Other,inactive,20,Daily,"7-day click or 1-day view",,,0,2,,0.01,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Facebook,"Facebook Stories",In-app,"Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",,,224,333,,4.18,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Facebook,"Facebook Stories",In-app,iPad,inactive,20,Daily,"7-day click or 1-day view",,,0,2,,0.03,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Facebook,"Facebook Stories",In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",,,464,529,,4.86,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Facebook,Feed,Desktop,Desktop,inactive,20,Daily,"7-day click or 1-day view",,,184,278,,2.19,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Facebook,Feed,In-app,"Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",,,6232,14512,,85.92,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Facebook,Feed,In-app,"Android Tablet",inactive,20,Daily,"7-day click or 1-day view",,,29,29,,0.17,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Facebook,Feed,In-app,iPad,inactive,20,Daily,"7-day click or 1-day view",,,440,930,,5.64,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Facebook,Feed,In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",,,21312,47002,,282.29,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Facebook,Feed,In-app,iPod,inactive,20,Daily,"7-day click or 1-day view",,,0,1,,0,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Facebook,Feed,"Mobile web","Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",,,96,180,,0.8,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Facebook,Feed,"Mobile web",iPad,inactive,20,Daily,"7-day click or 1-day view",,,0,1,,0,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Facebook,Feed,"Mobile web",iPhone,inactive,20,Daily,"7-day click or 1-day view",,,120,221,,1.17,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Facebook,Marketplace,Desktop,Desktop,inactive,20,Daily,"7-day click or 1-day view",,,5,5,,0.01,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Facebook,Marketplace,In-app,"Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",,,72,79,,0.35,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Facebook,Marketplace,In-app,iPad,inactive,20,Daily,"7-day click or 1-day view",,,0,2,,0.01,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Facebook,Marketplace,In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",,,136,218,,0.96,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Facebook,"Right column",Desktop,Desktop,inactive,20,Daily,"7-day click or 1-day view",,,152,349,,0.25,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Facebook,"Feed: video feeds",In-app,"Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",,,2,2,,0,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Facebook,"Feed: video feeds",In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",,,0,4,,0.02,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Instagram,Feed,In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",,,0,2,,0.02,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Instagram,"Instagram Reels",In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",,,0,2,,0.02,Ongoing
